open_time_ms,open,high,low,close,volume
1767236160000,63595.79726208,63603.20736593,63588.60976986,63595.90856790,6.49808637
1767236220000,63595.90856790,63595.90856790,63570.75580260,63579.53039821,18.32332930
1767236280000,63579.53039821,63590.04967502,63576.97340491,63583.51153996,14.70923963
1767236340000,63583.51153996,63593.51854642,63560.61038606,63577.06446624,12.15327268
1767236400000,63577.06446624,63613.93435952,63577.06446624,63601.02565979,12.22688081
1767236460000,63601.02565979,63614.19119561,63601.02565979,63609.11055112,9.59842637
1767236520000,63609.11055112,63609.11055112,63582.81228230,63584.97449764,6.91641605
1767236580000,63584.97449764,63584.97449764,63560.98586686,63564.61907242,11.74201121
1767236640000,63564.61907242,63577.52518533,63564.61907242,63574.21299790,5.67735452
1767236700000,63574.21299790,63574.28045795,63567.20397811,63570.74221803,12.44419608
1767236760000,63570.74221803,63591.49560866,63557.52433763,63574.50997315,13.69175604
1767236820000,63574.50997315,63597.59183744,63574.50997315,63593.07080192,10.07833071
1767236880000,63593.07080192,63610.28917888,63576.32406453,63593.30662170,12.36038388
1767236940000,63593.30662170,63616.44506265,63593.30662170,63607.17766724,7.08520782
1767237000000,63607.17766724,63623.05031344,63607.17766724,63616.90781975,2.12875605
1767237060000,63616.90781975,63635.26451487,63616.90781975,63631.70456517,16.05065005
1767237120000,63631.70456517,63639.53101656,63609.60407294,63624.56754475,15.04845503
1767237180000,63624.56754475,63624.56754475,63617.12468396,63619.51886214,18.94079651
1767237240000,63619.51886214,63633.68266764,63611.18388487,63622.43327626,13.08034077
1767237300000,63622.43327626,63622.43327626,63589.48394702,63602.91835096,9.82773171
1767237360000,63602.91835096,63604.21335434,63597.35621639,63600.78478537,6.80004242
1767237420000,63600.78478537,63613.29843121,63588.39785860,63600.84814490,7.06388032
1767237480000,63600.84814490,63613.03583874,63596.46184991,63604.74884432,12.36012466
1767237540000,63604.74884432,63604.86065895,63591.32523146,63598.09294520,17.73692873
1767237600000,63598.09294520,63621.37195935,63598.09294520,63613.98023934,13.34175172
1767237660000,63613.98023934,63613.98023934,63603.28907532,63605.89754851,11.01201643
1767237720000,63605.89754851,63614.20457098,63605.89754851,63612.80126235,9.21288301
1767237780000,63612.80126235,63612.93441941,63592.08433493,63602.50937717,17.75808757
1767237840000,63602.50937717,63622.84286522,63602.50937717,63620.10645652,8.26053118
1767237900000,63620.10645652,63621.45848732,63611.35917685,63616.40883208,7.81646071
1767237960000,63616.40883208,63634.67662219,63597.73738721,63616.20700470,12.04507806
1767238020000,63616.20700470,63622.56151615,63616.20700470,63620.48892904,19.01535828
1767238080000,63620.48892904,63637.78114035,63610.18281536,63623.98197785,15.10888671
1767238140000,63623.98197785,63651.18656756,63623.98197785,63645.41093084,13.29350685
1767238200000,63645.41093084,63645.41093084,63636.91015915,63639.81995226,14.54221010
1767238260000,63639.81995226,63651.42650771,63639.81995226,63649.85007145,4.62702987
1767238320000,63649.85007145,63673.07948489,63649.85007145,63665.86532074,6.86679768
1767238380000,63665.86532074,63689.56968765,63665.86532074,63683.50139792,8.65352239
1767238440000,63683.50139792,63711.01413526,63683.50139792,63709.22382346,3.36379824
1767238500000,63709.22382346,63729.68744837,63709.22382346,63727.17012329,10.49074919
1767238560000,63727.17012329,63753.88073772,63727.17012329,63751.17418007,5.33164745
1767238620000,63751.17418007,63778.50228480,63749.93029946,63764.21629213,7.34916820
1767238680000,63764.21629213,63790.36719883,63764.21629213,63788.09297955,11.88970641
1767238740000,63788.09297955,63794.49091656,63788.09297955,63792.24676239,10.68169221
1767238800000,63792.24676239,63803.96849022,63792.24676239,63802.49718079,14.14367460
1767238860000,63802.49718079,63806.97399161,63796.79455455,63801.88427308,6.87784828
1767238920000,63801.88427308,63833.07868712,63801.88427308,63822.27577611,13.23463940
1767238980000,63822.27577611,63833.18148341,63822.27577611,63828.51669411,9.89919690
1767239040000,63828.51669411,63863.46234113,63828.51669411,63852.14166658,13.04186669
1767239100000,63852.14166658,63863.48081404,63852.14166658,63860.59713521,14.29477657
1767239160000,63860.59713521,63862.95254233,63851.08589797,63857.01922015,4.94357028
1767239220000,63857.01922015,63860.40402190,63830.55920427,63845.48161308,6.69493471
1767239280000,63845.48161308,63876.06741465,63845.48161308,63862.61018553,16.04298027
1767239340000,63862.61018553,63862.61018553,63845.24403299,63853.92360051,8.20575133
1767239400000,63853.92360051,63869.55877032,63853.92360051,63867.63664849,17.96095563
1767239460000,63867.63664849,63875.61085583,63857.12150234,63866.36617908,9.88422875
1767239520000,63866.36617908,63866.36617908,63850.81854072,63853.34016529,14.88467132
1767239580000,63853.34016529,63853.34016529,63815.52110385,63824.67337603,18.28146386
1767239640000,63824.67337603,63824.67337603,63816.71317109,63818.49996577,4.63177904
1767239700000,63818.49996577,63831.99575515,63818.49996577,63830.30727835,12.69716987
1767239760000,63830.30727835,63856.93192789,63830.30727835,63848.10558865,13.80587486
1767239820000,63848.10558865,63848.10558865,63818.80251248,63827.69079058,13.49517147
1767239880000,63827.69079058,63837.95784056,63827.69079058,63833.35978720,11.77152847
1767239940000,63833.35978720,63865.09772666,63833.35978720,63856.30666343,8.04591967
1767240000000,63856.30666343,63856.30666343,63826.49794884,63839.50189863,1.31810035
1767240060000,63839.50189863,63844.26897730,63839.50189863,63842.73328699,7.37941359
1767240120000,63842.73328699,63842.73328699,63825.72216143,63832.87790674,11.74395961
1767240180000,63832.87790674,63836.34662390,63818.17511297,63827.26086844,19.84957321
1767240240000,63827.26086844,63845.35231813,63822.62748806,63833.98990310,14.96469002
1767240300000,63833.98990310,63838.22794800,63830.67172035,63834.44983418,14.43936837
1767240360000,63834.44983418,63849.10947262,63814.43843298,63831.77395280,11.95352362
1767240420000,63831.77395280,63831.77395280,63827.17798739,63828.98677100,6.69836140
1767240480000,63828.98677100,63829.34755734,63825.73776202,63827.54265968,9.43032714
1767240540000,63827.54265968,63845.48699399,63827.54265968,63837.87894129,10.64473503
1767240600000,63837.87894129,63862.95589308,63837.46044178,63850.20816743,14.02463272
1767240660000,63850.20816743,63859.44241444,63845.15909848,63852.30075646,10.64379449
1767240720000,63852.30075646,63856.10464225,63851.67626686,63853.89045455,0.99057649
1767240780000,63853.89045455,63853.89045455,63849.00482565,63850.01046385,13.70891548
1767240840000,63850.01046385,63872.20902835,63850.01046385,63866.50469560,12.63346996
1767240900000,63866.50469560,63868.79365128,63859.68672296,63864.24018712,7.62309976
1767240960000,63864.24018712,63866.92245309,63862.29103570,63864.60674440,11.60761218
1767241020000,63864.60674440,63889.32015126,63862.69684785,63876.00849955,5.42291990
1767241080000,63876.00849955,63885.43771570,63875.33492778,63880.38632174,5.74247776
1767241140000,63880.38632174,63880.38632174,63867.38093904,63871.41888385,13.84450896
1767241200000,63871.41888385,63873.33357924,63861.26409837,63867.29883880,14.79313473
1767241260000,63867.29883880,63867.29883880,63857.61440476,63862.24771935,23.47569102
1767241320000,63862.24771935,63889.38530230,63856.11879617,63872.75204923,12.67855798
1767241380000,63872.75204923,63880.56496775,63871.72065056,63876.14280915,15.97261820
1767241440000,63876.14280915,63879.74632955,63861.05468331,63870.40050643,7.67523650
1767241500000,63870.40050643,63891.36130472,63870.40050643,63883.08445219,20.26587314
1767241560000,63883.08445219,63889.66936887,63883.08445219,63888.52838816,15.55034601
1767241620000,63888.52838816,63897.37771550,63888.52838816,63893.91258057,10.81778387
1767241680000,63893.91258057,63909.60706366,63883.39071472,63896.49888919,8.51521761
1767241740000,63896.49888919,63915.95245602,63896.49888919,63908.25471355,14.95090361
1767241800000,63908.25471355,63925.29340598,63908.25471355,63919.39714465,5.37769395
1767241860000,63919.39714465,63929.23530720,63915.22671422,63922.23101071,13.54688362
1767241920000,63922.23101071,63922.23101071,63892.17185916,63898.65890038,8.75344915
1767241980000,63898.65890038,63921.18442170,63898.65890038,63913.93245887,6.46711769
1767242040000,63913.93245887,63916.65532920,63913.93245887,63915.43265566,7.81522280
1767242100000,63915.43265566,63921.87760593,63882.52810060,63902.20285326,5.06358179
1767242160000,63902.20285326,63917.62879156,63902.20285326,63913.10946823,15.23419498
1767242220000,63913.10946823,63913.69835680,63910.51029828,63912.10432754,18.78943355
1767242280000,63912.10432754,63940.75747681,63908.29229260,63924.52488471,17.23743064
1767242340000,63924.52488471,63924.52488471,63894.05134575,63906.64553528,11.59329653
1767242400000,63906.64553528,63927.95559668,63902.48559524,63915.22059596,19.32265892
1767242460000,63915.22059596,63915.22059596,63888.85609808,63900.95344180,3.43956869
1767242520000,63900.95344180,63924.91014174,63900.95344180,63916.11785021,16.47281028
1767242580000,63916.11785021,63944.00743568,63916.11785021,63941.85496938,10.73630663
1767242640000,63941.85496938,63941.85496938,63923.06561638,63924.92467783,11.89202802
1767242700000,63924.92467783,63924.92467783,63915.88880663,63918.70985812,9.34544437
1767242760000,63918.70985812,63918.70985812,63908.25102557,63911.40499787,13.70307818
1767242820000,63911.40499787,63933.38944567,63911.40499787,63929.75170179,7.16491596
1767242880000,63929.75170179,63929.75170179,63904.90317135,63916.05988231,12.08743370
1767242940000,63916.05988231,63928.14095330,63896.04701747,63912.09398539,20.74138618
1767243000000,63912.09398539,63924.94704915,63911.06992487,63918.00848701,5.43124941
1767243060000,63918.00848701,63918.00848701,63901.22418318,63904.43334705,9.33179037
1767243120000,63904.43334705,63907.27251986,63904.42326994,63905.84789490,12.72907442
1767243180000,63905.84789490,63926.95279428,63898.57153087,63912.76216258,10.27188090
1767243240000,63912.76216258,63913.30294509,63906.83100439,63910.06697474,15.97732931
1767243300000,63910.06697474,63915.21007372,63910.06697474,63913.04413160,13.29608666
1767243360000,63913.04413160,63941.60486723,63913.04413160,63931.52091894,13.16946595
1767243420000,63931.52091894,63957.52621466,63931.52091894,63953.57734055,6.11461280
1767243480000,63953.57734055,63962.14946647,63953.57734055,63960.55795372,8.35315455
1767243540000,63960.55795372,63982.59567550,63960.55795372,63979.79321013,15.21939862
1767243600000,63979.79321013,63979.79321013,63965.22271882,63970.58378811,20.10200556
1767243660000,63970.58378811,63985.12326013,63970.58378811,63979.14848303,5.88037010
1767243720000,63979.14848303,64001.20871031,63979.14848303,63990.91176375,17.77942634
1767243780000,63990.91176375,64022.49770603,63990.91176375,64014.59446374,11.88480204
1767243840000,64014.59446374,64014.59446374,63991.31286965,64001.01138103,11.00530943
1767243900000,64001.01138103,64033.24086186,64001.01138103,64023.47780858,11.20589206
1767243960000,64023.47780858,64024.42053538,64015.10826588,64019.76440063,10.83914691
1767244020000,64019.76440063,64019.76440063,63998.90150653,64005.64294585,7.25066703
1767244080000,64005.64294585,64006.34391516,63999.31565234,64002.82978375,9.56781359
1767244140000,64002.82978375,64002.82978375,63979.61000065,63985.36949882,13.36034019
1767244200000,63985.36949882,63985.36949882,63970.18819273,63976.92537893,14.13300971
1767244260000,63976.92537893,63982.20272038,63976.92537893,63980.21899128,10.37603691
1767244320000,63980.21899128,63980.21899128,63964.49894309,63967.79928312,9.46291731
1767244380000,63967.79928312,63967.79928312,63958.03850374,63962.09645580,13.61669997
1767244440000,63962.09645580,63970.71781127,63935.62578884,63953.17180005,11.52544742
1767244500000,63953.17180005,63967.09960298,63944.24619849,63955.67290073,15.51736056
1767244560000,63955.67290073,63991.78584376,63955.67290073,63977.85955994,7.06985464
1767244620000,63977.85955994,63992.89163241,63977.85955994,63989.26046325,13.96859334
1767244680000,63989.26046325,63989.26046325,63958.03148178,63973.63612223,10.66030684
1767244740000,63973.63612223,63990.80514714,63973.63612223,63983.18921846,9.79422196
1767244800000,63983.18921846,64004.87586235,63974.74665330,63989.81125782,15.28839380
1767244860000,63989.81125782,63989.81125782,63968.54352449,63973.79787258,11.26834693
1767244920000,63973.79787258,63988.56019314,63961.43760110,63974.99889712,13.36723588
1767244980000,63974.99889712,63977.19903388,63949.97320190,63963.58611789,14.06862880
1767245040000,63963.58611789,63963.58611789,63931.99389265,63946.62177624,3.82203336
1767245100000,63946.62177624,63975.48272125,63946.62177624,63962.59846703,15.58025197
1767245160000,63962.59846703,63966.80656814,63944.29665234,63955.55161024,5.37786026
1767245220000,63955.55161024,63967.38320126,63955.55161024,63965.75653929,15.95779607
1767245280000,63965.75653929,63972.20300667,63965.75653929,63970.09886254,14.68239517
1767245340000,63970.09886254,63970.09886254,63954.96220554,63958.27999929,20.19765320
1767245400000,63958.27999929,63969.62533431,63946.10459062,63957.86496246,13.88425415
1767245460000,63957.86496246,63957.86496246,63949.78737950,63952.25291880,15.54796449
1767245520000,63952.25291880,63964.82564491,63951.54299832,63958.18432162,10.90606499
1767245580000,63958.18432162,63958.18432162,63942.79065496,63945.06823678,16.16947797
1767245640000,63945.06823678,63945.06823678,63915.57930709,63923.42608502,9.89906815
1767245700000,63923.42608502,63941.42919474,63923.42608502,63938.08607237,15.55648265
1767245760000,63938.08607237,63948.79052492,63934.80859626,63941.79956059,10.02277282
1767245820000,63941.79956059,63953.64317418,63939.92770637,63946.78544027,11.36855009
1767245880000,63946.78544027,63967.68174547,63946.78544027,63960.90223012,12.86558393
1767245940000,63960.90223012,63963.70037623,63957.10610717,63960.40324170,11.65538387
1767246000000,63960.40324170,63960.40324170,63939.24775835,63947.57622594,17.61963500
1767246060000,63947.57622594,63947.57622594,63922.25473968,63929.40348112,13.15771482
1767246120000,63929.40348112,63935.27026057,63894.00965426,63914.63995741,16.46280937
1767246180000,63914.63995741,63914.63995741,63888.90091063,63895.66886444,4.89510510
1767246240000,63895.66886444,63899.83030736,63873.40300785,63886.61665760,14.02691315
1767246300000,63886.61665760,63889.57335933,63879.28893942,63884.43114938,20.02751498
1767246360000,63884.43114938,63884.43114938,63878.41675739,63880.40552339,6.64063258
1767246420000,63880.40552339,63891.56203013,63880.40552339,63887.23623140,6.33109859
1767246480000,63887.23623140,63887.23623140,63857.80621145,63867.06627745,13.33134359
