open_time_ms,ema,rsi,atr,vwap
1767245040000,63860.4062296218,42.5574104039,22.4860959500,63809.8104391513
1767245100000,63861.4230678050,48.3310154876,22.9414423111,63810.4331336404
1767245160000,63862.3596702173,46.1287094562,22.9106189888,63810.6383768301
1767245220000,63863.3884947852,49.7030246277,22.1192598482,63811.2746928804
1767245280000,63864.4502894893,51.1871363507,20.9997746719,63811.8802005501
1767245340000,63865.3839184425,47.1124113825,20.5809805530,63812.6624329369
1767245400000,63866.3041278358,46.9710069735,20.7909636345,63813.1837516088
1767245460000,63867.1593396861,45.0040350596,19.8828650153,63813.7448402009
1767245520000,63868.0650608994,47.5060978621,19.4114208424,63814.1494159035
1767245580000,63868.8312616544,42.8622901069,19.1244384004,63814.7057894501
1767245640000,63869.3744937278,36.5188745511,19.8647592074,63814.9919724991
1767245700000,63870.0581910277,42.7045324825,19.7317842436,63815.4636648506
1767245760000,63870.7720355010,44.1880797410,19.3210802730,63815.7846149614
1767245820000,63871.5283877872,46.2022208457,18.9206793830,63816.1610173269
1767245880000,63872.4176797508,51.5351812520,19.0617955125,63816.6222115761
1767245940000,63873.2931579792,51.3414448195,18.1712579088,63817.0431496466
1767246000000,63874.0322929837,46.5019654303,18.3844168693,63817.6249182147
1767246060000,63874.5832500796,40.6550755560,18.8799218257,63818.0035630916
1767246120000,63874.9818242819,36.6260679891,20.4785421457,63818.3984854590
1767246180000,63875.1876654776,32.2088794507,20.8542924771,63818.4972033016
1767246240000,63875.3013867923,30.3292831372,21.2523644074,63818.7332865447
1767246300000,63875.3922302010,29.8759747927,20.4689397999,63819.0567807215
1767246360000,63875.4421137153,29.0157133061,19.4364720988,63819.1578862215
1767246420000,63875.5594681202,32.5639881788,18.8450460023,63819.2622221488
1767246480000,63875.4749587603,28.0976739900,19.6011155705,63819.4297431788
1767246540000,63875.5259052987,34.5790586200,19.5184978509,63819.4720882396
1767246600000,63875.4549936738,31.7965280408,19.7021585189,63819.6758125440
1767246660000,63875.3148577868,30.2842000918,19.0415864099,63819.7513718413
1767246720000,63875.1528862617,29.7775283498,19.0745639303,63819.8385620650
1767246780000,63875.1488180252,37.3696966146,18.9087193414,63820.0767208892
1767246840000,63875.0957751007,36.0532197753,18.3246548423,63820.2068159488
1767246900000,63875.0268129920,35.6000257583,17.2727989099,63820.3122695059
1767246960000,63874.8651545130,33.0590804035,17.0014180477,63820.4266963601
1767247020000,63874.6418688251,31.4234668618,17.7225789835,63820.5291721260
1767247080000,63874.4479519368,32.9569822979,16.9200117080,63820.5692651276
1767247140000,63874.3663221415,38.9351497483,16.9193917873,63820.7896433899
1767247200000,63874.2696189077,38.4042867520,16.2300791145,63820.9131368310
1767247260000,63874.2026743494,40.0012711412,15.4824414235,63821.0063374631
1767247320000,63874.2377040997,45.3677509762,15.7605390117,63821.1427365660
1767247380000,63874.4780428906,54.3032296827,16.4945407231,63821.3469578072
1767247440000,63874.7631186746,56.0761608792,15.9579503882,63821.4323343318
1767247500000,63875.0406347962,55.8423322561,15.9265670938,63821.6324238538
1767247560000,63875.3878341652,58.6878538671,16.3489241170,63821.9193781335
1767247620000,63875.8713947620,63.5674184672,16.8143546953,63822.2934578045
1767247680000,63876.1262802994,52.8115905438,17.6449051496,63822.7093678348
1767247740000,63876.4174519433,54.2570820924,16.8162038514,63822.9198842701
1767247800000,63876.5532635557,48.0341145416,17.7258468330,63823.0380313129
1767247860000,63876.5575822213,43.4527461157,17.9496066845,63823.2522193122
1767247920000,63876.7272182731,49.9807790934,18.2036557939,63823.4713650021
1767247980000,63876.9326883173,51.3531263238,17.3602704856,63823.6552311279
1767248040000,63877.1942589945,53.4829899271,16.8030511494,63823.9228101274
1767248100000,63877.4758601814,54.3213443651,15.9035102809,63824.1700089383
1767248160000,63877.7725924540,55.0131674149,15.7255662272,63824.4490858300
1767248220000,63878.0426344605,53.8505411006,14.8845591977,63824.5344406027
1767248280000,63878.1068981090,45.0737696780,15.4887680192,63824.6554180948
1767248340000,63878.1030414863,42.5899207122,17.0234812811,63824.8163848253
1767248400000,63878.0376641538,40.4026260047,16.5645737730,63824.9051665710
1767248460000,63877.8764408704,37.1792903411,16.9168708985,63825.0473428448
1767248520000,63877.7240306535,37.5799352991,16.5068843669,63825.1009282264
1767248580000,63877.6194149334,40.2158751357,16.6196662790,63825.2610702599
1767248640000,63877.4292824922,37.0632611427,16.6933147787,63825.2940661079
1767248700000,63877.2927773582,40.0864521358,16.0394572630,63825.4103612144
1767248760000,63877.0267729126,35.4482324933,16.2396130597,63825.4926362918
1767248820000,63876.7145485686,33.8720930364,16.4087292251,63825.5700782331
1767248880000,63876.2905593797,30.4451827621,17.1347712020,63825.5858476078
1767248940000,63875.8197778505,29.0401182077,18.2713075137,63825.5943753255
1767249000000,63875.3313157135,28.4208157218,17.7975271639,63825.5976972259
1767249060000,63875.0143717358,38.8806474210,18.1712859341,63825.6377775424
1767249120000,63874.8529713107,46.5692016436,18.4773800590,63825.7043223270
1767249180000,63874.6997392462,46.8791017216,18.4445368250,63825.7979182675
1767249240000,63874.6385858097,51.0943151753,17.8551142458,63825.8744467541
1767249300000,63874.6050592192,52.3102641274,17.9949939568,63826.0140188760
1767249360000,63874.5811450246,52.7447975102,18.6457176900,63826.1014451028
1767249420000,63874.4629150928,47.9501203603,18.8544207786,63826.2005379987
1767249480000,63874.4749247700,54.0854596639,18.5757378863,63826.2832608431
1767249540000,63874.4139255916,50.4673964254,18.6756157600,63826.3673842114
1767249600000,63874.2898841132,47.4804698725,18.3811425857,63826.4735326960
1767249660000,63874.2183922013,50.0473781049,18.3047395116,63826.5502142583
1767249720000,63874.0606802224,45.9501436030,18.0203410119,63826.6387582293
1767249780000,63873.9506669533,48.3657882816,18.1675749983,63826.7103732950
1767249840000,63873.9286922478,52.6602627481,18.0558956209,63826.7617676429
1767249900000,63873.9894127245,56.3675637937,17.8092103795,63826.8333519037
1767249960000,63873.9972906432,53.5092816629,17.2595814688,63826.9559555284
1767250020000,63873.8786951521,47.2642632300,17.3671428602,63827.0871088650
1767250080000,63873.7909570576,48.7759378853,16.7229625700,63827.1769376727
1767250140000,63873.6733387358,47.2639985107,17.8493911556,63827.2454744382
1767250200000,63873.4997807073,44.5050460452,17.1721640657,63827.2900650588
1767250260000,63873.2969311313,43.0356624908,16.8032115554,63827.3568695861
1767250320000,63873.1561386092,46.7035745275,16.7796674576,63827.4869856348
1767250380000,63872.8875308622,40.6386466092,17.4576897369,63827.5412932530
1767250440000,63872.4778885771,35.1687508359,18.4331383734,63827.5457724305
1767250500000,63872.0785663152,35.5745069794,18.5605674962,63827.5607322398
1767250560000,63871.7568713947,40.3194694916,18.0842695647,63827.5848356244
1767250620000,63871.3869269072,38.2028216709,17.9079518168,63827.5913780137
1767250680000,63871.0292868271,38.7828891474,18.3543693060,63827.6069311691
1767250740000,63870.7061739272,40.9273841441,18.1591310308,63827.6337414038
1767250800000,63870.3129237394,37.5702139722,17.9612101164,63827.6403652606
1767250860000,63869.8653685466,35.1087033720,17.7658163767,63827.6294905307
1767250920000,63869.6231437423,47.8136591388,18.4230511391,63827.6642478183
1767250980000,63869.4528114841,51.3609783932,17.9115705580,63827.7652730915
1767251040000,63869.3446119954,54.2726296979,17.3183813930,63827.7760226115
1767251100000,63869.3118294892,57.6322473093,16.9105940426,63827.8630031687
1767251160000,63869.5095898498,65.9703592539,18.0865582091,63827.9318242913
1767251220000,63869.5800031265,59.1436101634,18.1273843821,63827.9997836018
1767251280000,63869.6502565274,59.1632381025,17.8783583141,63828.1423569665
1767251340000,63869.8867016084,64.7859744692,18.2133497520,63828.3661870819
1767251400000,63870.0996084543,63.5890386173,17.2091063765,63828.5543360716
